,name,kind,latitude_deg,longitude_deg,elevation_ft,region_name,municipality,geometry
407,Paraíso do Tocantins Airport,small_airport,-10.174200058,-48.932800293,1083.0,Tocantins,Paraíso Do Tocantins,POINT (4339963.321520645 8869640.80332232)
408,Paranaíba Airport,small_airport,-19.651199340820312,-51.19940185546875,1446.0,Mato Grosso do Sul,Paranaíba,POINT (4087799.0663891956 7783948.150343323)
409,Paranavaí Airport,small_airport,-23.08989906311035,-52.48849868774414,1526.0,Paraná,Paranavaí,POINT (3944384.296062742 7375445.748997583)
410,Aeroclube Airport,small_airport,-28.250601,-52.516701,1969.0,Rio Grande do Sul,Passo Fundo,POINT (3941246.7287104824 6741587.27150172)
411,Municipal José Figueiredo Airport,small_airport,-20.732200622558597,-46.66180038452149,2697.0,Minas Gerais,Passos,POINT (4592616.902020843 7656563.22670448)
412,Pederneiras Airport,small_airport,-22.307222366333008,-48.77194213867188,1788.0,São Paulo,Pederneiras,POINT (4357859.134062039 7469293.2050680015)
413,Dois Irmãos Airport,small_airport,-11.733611106873,-49.333889007568,771.0,Tocantins,Peixe,POINT (4295341.347096296 8694068.069066152)
414,Picos Airport,small_airport,-7.0620598793029785,-41.52370071411133,1050.0,Piauí,Picos,POINT (5164241.442316724 9217580.308315217)
415,Fazenda Santa Helena Airport,small_airport,-22.890399932861328,-45.49330139160156,1804.0,São Paulo,Pindamonhangaba,POINT (4722614.905662281 7399418.534763183)
416,Piraquara Airport,small_airport,-25.450986,-49.1422,3212.0,Paraná,Piraquara,POINT (4316667.157777209 7088878.421893912)
417,Graciosa Airport,small_airport,-25.407713,-49.050479,2999.0,Paraná,Piraquara,POINT (4326871.314532365 7094179.953698989)
418,Santa Rosa Pantanal Hotel Airport,small_airport,-17.366367,-56.791377,364.0,Mato Grosso,Poconé,POINT (3465679.9121526447 8050413.024792058)
419,Fazenda Ilha Camargo Airport,small_airport,-17.062599182128906,-56.58369827270508,358.0,Mato Grosso,Poconé,POINT (3488784.6132355873 8085576.547896121)
420,Pontes e Lacerda Airport,closed,-15.231111,-59.34111,1148.0,Mato Grosso,Pontes E Lacerda,POINT (3182016.681095492 8296401.106424865)
421,Belém Novo Airport,small_airport,-30.188978,-51.182148,16.0,Rio Grande do Sul,Porto Alegre,POINT (4089718.5945870336 6495740.110197714)
422,Aeroportobelo Airport,small_airport,-27.173611,-48.631111,33.0,Santa Catarina,Porto Belo,POINT (4373526.8984236885 6876221.00274157)
423,Costa Esmeralda Airport,small_airport,-27.1665,-48.6218,30.0,Santa Catarina,Porto Belo,POINT (4374562.767020272 6877105.521117383)
424,Porto Murtinho Airport,small_airport,-21.7096004486084,-57.88019943237305,260.0,Mato Grosso do Sul,Porto Murtinho,POINT (3344546.095704237 7540593.079973463)
425,Fly Club Airport,small_airport,-16.358824,-39.01528,16.0,Bahia,Porto Seguro,POINT (5443308.593510795 8166823.713064351)
426,Prado Airport,small_airport,-17.296976,-39.271131,89.0,Bahia,Prado,POINT (5414844.624409244 8058450.742838795)
427,Pousada das Águias Airport,small_airport,-23.28888893127441,-52.12916564941406,1932.0,Paraná,Presidente Castelo Branco,POINT (3984360.8625025586 7351498.279917676)
428,Quixadá Airport,small_airport,-4.97907018661499,-38.98759841918945,653.0,Ceará,Quixadá,POINT (5446388.228379814 9449072.940041613)
429,Fazenda Bartira Airport,small_airport,-22.164531,-50.964731,1552.0,São Paulo,Rancharia,POINT (4113906.69926574 7486344.85492612)
430,Estância Rancharia Aviação Airstrip,small_airport,-22.175443,-50.909067,1617.0,São Paulo,Rancharia,POINT (4120099.437914675 7485041.487900885)
431,Fazenda Santana Airport,small_airport,-22.181943893432617,-50.8658332824707,1608.0,São Paulo,Rancharia,POINT (4124909.2811433473 7484264.950059008)
432,Eliza Camargo de Arruda Botelho Airport,small_airport,-22.359959,-51.101661,1756.0,São Paulo,Rancharia,POINT (4098672.9448966924 7462986.710846193)
433,José Martins da Silva Airport,small_airport,-22.225555419921875,-51.34805679321289,1663.0,São Paulo,Regente Feijó,POINT (4071260.887704171 7479054.571935329)
434,Fazenda São Sebastião Airport,small_airport,-19.995832443237305,-47.523887634277344,1705.0,São Paulo,Rifaina,POINT (4496707.857929199 7743433.40012113)
435,Fazenda Caçadinha Airport,small_airport,-21.61412,-54.79561,1299.0,Mato Grosso do Sul,Rio Brilhante,POINT (3687713.2449201304 7551956.510308987)
436,Ten. Brig. Ar Waldir de Vasconcelos Airport,small_airport,-22.983968,-43.37706,10.0,Rio de Janeiro,Rio de Janeiro,POINT (4958051.271289029 7388179.400132012)
437,Fazenda Boa Vista Airport,small_airport,-19.441362,-55.063562,1100.0,Mato Grosso do Sul,Rio Negro,POINT (3657903.0137750553 7808573.233411767)
438,Fazenda Guanabara Airport,small_airport,-19.51719,-55.231771,2090.0,Mato Grosso do Sul,Rio Negro,POINT (3639189.403984189 7799678.31144508)
439,Rolim de Moura Airport,small_airport,-11.655585,-61.775907,709.0,Rondônia,Rolim de Moura,POINT (2911140.325026734 8702875.731758736)
440,Jaraguá Airport,small_airport,-20.040300369263,-47.421501159668,1909.0,Minas Gerais,Sacramento,POINT (4508098.571468318 7738199.288397295)
441,Estância Colorado Airport,small_airport,-20.761969,-47.862237,2372.0,São Paulo,Sales de Oliveira,POINT (4459065.769794078 7653042.530009312)
442,Salinas Airport,small_airport,-16.20829963684082,-42.321998596191406,2504.0,Minas Gerais,Salinas,POINT (5075429.10134733 8184162.042722027)
443,Associação Recreativa Fazenda Bonanza Airport,small_airport,-23.687623,-47.557561,2316.0,São Paulo,Salto de Pirapora,POINT (4492961.624217098 7303403.117758626)
444,Fazenda Santa Rita Airport,small_airport,-17.3477783203125,-53.19305419921875,2346.0,Goiás,Santa Rita Do Araguaia,POINT (3866000.9936369536 8052566.495664276)
445,Fazenda Peixe Bravo Airport,small_airport,-10.116944313049316,-50.41722106933594,656.0,Mato Grosso,Santa Terezinha,POINT (4174818.3460805425 8876069.827982645)
446,Santo Antônio do Amparo Airport,closed,-20.9135,-44.892899,3601.0,Minas Gerais,Santo Antônio do Amparo,POINT (4789410.951497724 7635110.103568254)
447,Ipiranga Airport,small_airport,-2.939069986343384,-69.69400024414062,131.0,Amazonas,Santo Antônio Do Içá,POINT (2030235.5740411426 9675066.674080927)
448,São Borja Airport,small_airport,-28.6549,-56.034599,262.0,Rio Grande do Sul,São Borja,POINT (3549873.077740167 6690693.690864456)
449,São Félix do Araguaia Airport,small_airport,-11.632399559020996,-50.68960189819336,650.0,Mato Grosso,São Félix Do Araguaia,POINT (4144515.398284941 8705492.443136452)
450,São Francisco do Sul Airport,small_airport,-26.221111297607425,-48.56444549560547,49.0,Santa Catarina,São Francisco Do Sul,POINT (4380943.577886443 6994201.120310366)
451,Rosada Airport,small_airport,-19.42972183227539,-54.58722305297852,2211.0,Mato Grosso do Sul,São Gabriel D`Oeste,POINT (3710896.7369572367 7809938.298100315)
452,São João do Piauí Airport,small_airport,-8.391481,-42.247088,833.0,Piauí,São João do Piauí,POINT (5083763.064847066 9069301.943347318)
453,Aeroclube de São José do Rio Pardo Airport,small_airport,-21.647157,-46.928262,2849.0,São Paulo,São José Do Rio Pardo,POINT (4562972.479330569 7548025.532970849)
454,Ultraleve Clube Curitiba Airport,small_airport,-25.4769439697,-49.1541671753,3215.0,Paraná,São José Dos Pinhais,POINT (4315335.784016809 7085697.29281098)
455,São Lourenço Airport,small_airport,-22.090900421142575,-45.04449844360352,2871.0,Minas Gerais,São Lourenço,POINT (4772545.19025957 7495136.8756458275)
456,São Lourenço do Sul Airport,small_airport,-31.38330078125,-52.03279876708984,28.0,Rio Grande do Sul,São Lourenço Do Sul,POINT (3995081.883569076 6341834.901485292)
457,São Manuel Airport,small_airport,-22.69580078125,-48.57659912109375,2395.0,São Paulo,São Manuel,POINT (4379591.461145175 7422768.195948396)
458,São Mateus - Ernesto Bonomo Airport,small_airport,-18.7213,-39.833698,98.0,Espírito Santo,São Mateus,POINT (5352257.846536373 7892832.605603984)
459,Fazenda das Represas Airport,small_airport,-23.875600814819336,-48.05179977416992,2271.0,São Paulo,São Miguel Arcanjo,POINT (4437976.50711081 7280677.916926585)
460,São Miguel do Araguaia Airport,small_airport,-13.331299781799316,-50.197601318359375,1249.0,Goiás,São Miguel Do Araguaia,POINT (4199251.5115006 8513138.705891801)
461,São Pedro Airport,small_airport,-22.583127,-47.896111,1858.0,São Paulo,São Pedro,POINT (4455297.215090966 7436272.40746079)
462,Tenente Jorge Henrique Möller Airport,small_airport,-22.812901,-42.092602,61.0,Rio de Janeiro,São Pedro da Aldeia,POINT (5100949.961637081 7408721.55596507)
463,São Sebastião do Paraíso Airport,small_airport,-20.94820022583008,-46.98320007324219,3110.0,Minas Gerais,São Sebastião Do Paraíso,POINT (4556860.501580767 7631001.046599041)
464,São Sepé Airport,small_airport,-30.18219947814941,-53.57939910888672,502.0,Rio Grande do Sul,São Sepé,POINT (3823019.2989344494 6496608.163614808)
465,Aeroclube Airport,closed,-29.676111,-50.981388,56.0,Rio Grande do Sul,Sapiranga,POINT (4112053.5725110094 6561248.581125753)
466,Saquarema Airport,small_airport,-22.928773,-42.50571,26.0,Rio de Janeiro,Saquarema,POINT (5054990.816089073 7394810.21926968)
467,Fazenda Rio Verde Airport,small_airport,-17.984285,-52.574043,2592.0,Goiás,Serranópolis,POINT (3934867.3089848557 7978700.586127436)
468,Sobral Airport,small_airport,-3.67889,-40.336802,210.0,Ceará,Sobral,POINT (5296286.454160082 9593172.173167476)
469,Condomínio Aeronáutico Aeroagro Airport,small_airport,-12.594051,-55.697996,1224.0,Mato Grosso,Sorriso,POINT (3587320.878966228 8596769.42165868)
470,Fazenda Santa Dulcina Airport,small_airport,-23.560856,-49.255339,2096.0,São Paulo,Taquarituba,POINT (4304080.202869156 7318709.678122937)
471,Juscelino Kubitscheck Airport,small_airport,-17.89229965209961,-41.51359939575195,1572.0,Minas Gerais,Teófilo Otoni,POINT (5165365.235515368 7989391.819191461)
472,Tietê Airport,small_airport,-23.105033,-47.723814,1644.0,São Paulo,Tietê,POINT (4474465.623595485 7373625.716825131)
473,DZ47 Airstrip,small_airport,-27.28808,-48.657706,7.0,Santa Catarina,Tijucas,POINT (4370568.147985912 6861974.656140372)
474,Três Barras Airport,small_airport,-26.135799407958984,-50.3109016418457,2559.0,Santa Catarina,Três Barras,POINT (4186646.6090108277 7004719.994005597)
475,Mélio Viana Airport,small_airport,-21.790599822998047,-45.26919937133789,3232.0,Minas Gerais,Três Corações,POINT (4747546.733094577 7530947.108431623)
476,Leda Mello Resende Airport,closed,-21.3719,-45.4949,3050.0,Minas Gerais,Três Pontas,POINT (4722437.05707049 7580749.936637871)
477,Águias de Trindade,small_airport,-16.591698,-49.394107,2739.0,Goiás,Trindade,POINT (4288641.967082374 8139973.111228442)
478,Tupi Paulista Airport,small_airport,-21.39305686950684,-51.5988883972168,1198.0,São Paulo,Tupi Paulista,POINT (4043355.337106129 7578236.884274418)
479,Ubá Airport,small_airport,-21.121000289916992,-42.88190078735352,1115.0,Minas Gerais,Ubá,POINT (5013138.789137767 7610524.387777953)
480,Fazenda Cataco Airport,small_airport,-21.263599395751957,-49.79309844970703,1447.0,São Paulo,Ubarana,POINT (4244253.317844169 7593608.3409550125)
481,Urucu Airport,small_airport,-4.884263,-65.355421,210.0,Amazonas,Urucu,POINT (2512911.7627206747 9459589.284431567)
482,Fazenda Sorriso Metálico Airport,small_airport,-17.456666946411133,-48.21527862548828,2605.0,Goiás,Urutai,POINT (4419789.136443184 8039948.758543628)
483,Venâncio Aires Airport,closed,-29.6131,-52.217201,226.0,Rio Grande do Sul,Venâncio Aires,POINT (3974566.7421007534 6569273.574575676)
484,Vera Cruz Airport,small_airport,-22.230199813842773,-49.81719970703125,2100.0,São Paulo,Vera Cruz,POINT (4241572.001594536 7478499.59806081)
485,Fazenda Eunice Airport,small_airport,-14.9555559158,-59.6227798462,787.0,Mato Grosso,Vila Bela Da Santíssima Trindade,POINT (3150680.310320802 8327954.329093773)
486,João Moteiro Airport,small_airport,-20.422911,-40.332484,16.0,Espírito Santo,Vila Velha,POINT (5296766.840863985 7693101.598481009)
487,Xapuri Airport,small_airport,-10.663718,-68.485873,492.0,Acre,Xapuri,POINT (2164642.305099299 8814626.344391814)
488,Da Praia Heliport,heliport,-22.77403,-41.889898,23.0,Rio de Janeiro,Armação dos Búzios,POINT (5123501.213704731 7413385.638816327)
489,Amarras Heliport,heliport,-22.7747211456,-41.90166854859999,125.0,Rio de Janeiro,Armação Dos Búzios,POINT (5122191.715083823 7413302.7208563555)
490,Maguinhos Heliport,heliport,-22.771295,-41.926081,5.0,Rio de Janeiro,Armação Dos Búzios,POINT (5119475.7778299395 7413713.7574379)
491,Escarpas Heliport,heliport,-20.640277862548828,-46.00361251831055,2602.0,Minas Gerais,Capitólio,POINT (4665841.7050774805 7667430.48744294)
492,Flamboyant Heliport,heliport,-16.709683,-49.238711,2739.0,Goiás,Goiânia,POINT (4305930.103312072 8126356.786587479)
493,Panco 13 Heliport,closed,-22.756399,-42.890301,112.0,Rio de Janeiro,Itaboraí,POINT (5012204.247575624 7415500.7175082415)
494,Sellix Heliport,heliport,-22.747222,-42.832502,72.0,Rio de Janeiro,Itaboraí,POINT (5018634.509525355 7416601.514429988)
495,Auto Viação Reginas II Heliport,heliport,-22.660556793213,-43.047222137451,66.0,Rio de Janeiro,Magé,POINT (4994746.436553641 7426993.473345592)
496,Paquetá Heliport,heliport,-22.767221450805664,-43.11305618286133,10.0,Rio de Janeiro,Rio De Janeiro,POINT (4987422.258675151 7414202.449807722)
497,Jardin Guanabara Heliport,heliport,-22.809722900391,-43.210277557373,210.0,Rio de Janeiro,Rio De Janeiro,POINT (4976606.173531413 7409102.942674585)
498,Condomínio Fazenda da Grama Heliport,heliport,-23.059167,-47.0625,2257.0,São Paulo,Itupeva,POINT (4548038.215699572 7379140.999916464)
499,Fazenda Boa Vista Heliport,heliport,-23.361168,-47.568752,1877.0,São Paulo,Porto Feliz,POINT (4491716.601613255 7342790.893882472)
500,Monte Dourado - Serra do Areão Airport,medium_airport,-0.889839,-52.6022,677.0,Pará,Almeirim,POINT (3931734.7827176442 9901662.228448994)
501,Dr. Luciano de Arruda Coelho Regional Airport,medium_airport,-3.614488,-40.231426,299.0,Ceará,Sobral,POINT (5308009.758771145 9600303.701473836)
502,Tucuma Airport,closed,-3.9670000076293945,-66.43299865722656,59.0,Amazonas,Tucuma,POINT (2393028.9514757786 9561261.907692533)
503,Glauber de Andrade Rocha Airport,medium_airport,-14.907885,-40.914804,2940.0,Bahia,Vitória da Conquista,POINT (5231982.499637198 8333408.838394096)
504,Tiriós Airport,medium_airport,2.224537,-55.944711,1127.0,Pará,Aldeia Tiriós,POINT (3559873.3093382455 10245890.338934151)
505,Base Aérea Airport,medium_airport,-16.2292,-48.964298,3731.0,Goiás,Anápolis,POINT (4336459.134478899 8181755.413559756)
506,Aracati Dragão do Mar Regional Airport,medium_airport,-4.568896,-37.805135,128.0,Ceará,Aracati,POINT (5577939.804209192 9494560.2175018)
507,Planalto Serrano Regional Airport,medium_airport,-27.634128,-50.358253,2887.0,Santa Catarina,Correia Pinto,POINT (4181378.6694857907 6818816.286479624)
508,Guajará-Mirim Airport,medium_airport,-10.78641,-65.28486,478.0,Rondônia,Guajará-Mirim,POINT (2520761.824372866 8800823.716112578)
509,Minaçu Airport,medium_airport,-13.5491,-48.195301,1401.0,Goiás,Minaçu,POINT (4422011.689861465 8488383.482799456)
510,Campo de Provas Brigadeiro Veloso,medium_airport,-9.33394,-54.965401,1777.0,Pará,Novo Progresso,POINT (3668823.6342572 8963876.74049965)
511,Russas - João De Deus Regional Airport,medium_airport,-4.94727,-38.008202,115.0,Ceará,Russas,POINT (5555348.1676178 9452600.497607686)
512,Tarauacá Airport,medium_airport,-8.155534,-70.782985,646.0,Acre,Tarauacá,POINT (1909083.6987588867 9095653.717387164)
513,Base de Aviação de Taubaté,medium_airport,-23.0401,-45.51615,1902.0,São Paulo,Taubaté,POINT (4720072.949275686 7381433.2041639965)
514,Urubupunga Airport,closed,-20.777099609375,-51.564800262451,1169.0,São Paulo,Castilho,POINT (4047147.714758368 7651252.7686933335)
515,Mucuri Airport,small_airport,-18.048901,-39.864321,276.0,Bahia,Mucuri,POINT (5348850.972512834 7971187.054798486)
516,Almeirim Airport,small_airport,-1.479524,-52.578214,584.0,Pará,Almeirim,POINT (3934403.2763442853 9836483.281078769)
517,Bonito Airport,small_airport,-21.2473,-56.452399,1180.0,Mato Grosso do Sul,Bonito,POINT (3503391.9371910663 7595542.719615793)
518,Pedro Vieira Moreira Airport,small_airport,-6.8827,-38.61583,1099.0,Paraíba,Cajazeiras,POINT (5487748.2574465005 9237550.544473803)
519,Guaíra Airport,small_airport,-24.0811,-54.1917,889.0,Paraná,Guaíra,POINT (3754899.519666437 7255796.282743502)
520,Fazenda Nova Airport,small_airport,-17.172918,-50.208507,1909.0,Goiás,Jandaia,POINT (4198038.2311724005 8072813.028530627)
521,Inácio Luís do Nascimento Airport,small_airport,-11.2966,-57.5495,870.0,Mato Grosso,Juara,POINT (3381337.112448227 8743366.300671887)
522,Juruti Airport,small_airport,-2.186667,-56.090279,108.0,Pará,Juruti,POINT (3543678.5590571268 9758297.71933256)
523,Lábrea Airport,small_airport,-7.27897,-64.769501,243.0,Amazonas,Lábrea,POINT (2578096.611620935 9193418.659901276)
524,Barra Grande Airport,small_airport,-13.906082,-38.940804,23.0,Bahia,Maraú,POINT (5451594.2072578855 8447758.950459013)
525,Óbidos Municipal Airport,small_airport,-1.867981,-55.514596,328.0,Pará,Óbidos,POINT (3607724.519887016 9793537.268897181)
526,Pedro Rabelo de Souza Airport,small_airport,-17.242599,-46.883099,2359.0,Minas Gerais,Paracatu,POINT (4567996.959346411 8064747.210281535)
527,Nagib Demachki Airport,small_airport,-3.019798,-47.316474,443.0,Pará,Paragominas,POINT (4519783.066848885 9666133.396206604)
528,Fazenda Dom Felipe Airport,small_airport,-22.559118,-55.381143,1857.0,Mato Grosso do Sul,Ponta Porã,POINT (3622571.450594769 7439148.495612148)
529,Tapuruquara Airport,small_airport,-0.3786,-64.9923,223.0,Amazonas,Santa Isabel Do Rio Negro,POINT (2553309.7479703873 9958161.602130426)
530,Tangará da Serra Airport,small_airport,-14.662,-57.443501,1460.0,Mato Grosso,Tangará Da Serra,POINT (3393129.7271372266 8361523.686442096)
531,9 de Maio - Teixeira de Freitas Airport,small_airport,-17.524392,-39.668499,344.0,Bahia,Teixeira de Freitas,POINT (5370636.587411363 8032097.103902087)
532,Fazenda Rosa do Deserto Airstrip,small_airport,-13.240032,-39.759292,1411.0,Bahia,Ubaíra,POINT (5360535.672634258 8523505.488815654)
533,Una-Comandatuba Airport,small_airport,-15.354358,-38.998729,23.0,Bahia,Una,POINT (5445149.927539584 8282274.858187827)
534,Yanomami Airstrip,small_airport,1.617119,-63.65329,,Amazonas,,POINT (2702277.464597123 10178727.611781076)
535,Fazenda Paraíso das Corredeiras Airstrip,small_airport,-13.115192,-44.681977,,Bahia,,POINT (4812876.473582207 8537679.255837265)
536,Fazenda São João Airstrip,small_airport,-21.65328,-52.426395,,Mato Grosso do Sul,,POINT (3951293.4636995364 7547296.8749452885)
537,Fazenda Colorado Airport,small_airport,-13.133265,-55.445081,1312.0,Mato Grosso,,POINT (3615458.211809636 8535627.782194825)
538,Fazenda Juá Airstrip,small_airport,-4.284744,-39.940705,863.0,Ceará,,POINT (5340353.089698801 9526056.353830574)
539,Jalles Machado Airstrip,small_airport,-15.083994,-49.294977,,Goiás,,POINT (4299670.390879962 8313252.313786319)
540,Fazenda Porto Real Airstrip,small_airport,-13.434052,-47.152733,,Goiás,,POINT (4537999.602116119 8501462.702146787)
541,Molocopote Airstrip,small_airport,1.597558,-54.134285,794.0,Pará,,POINT (3761287.0607976643 10176565.114893487)
542,São Pedro,small_airport,-20.075955,-44.727917,2713.0,Minas Gerais,,POINT (4807765.550660174 7734001.465487132)
